id,price,brand,model,year,title_status,mileage,color,state,country,condition,car_age,price_per_mile,mileage_category,age_group,brand_name,brand_tier,is_salvage
412,39800,bmw,series,2017,clean vehicle,23177.0,blue,california,usa,21 hours left,9,1.717145569074122,Low,Old,Bmw,Luxury,0
413,9210,ford,door,2015,clean vehicle,26911.0,silver,georgia,usa,2 days left,11,0.3422265160523187,Low,Old,Ford,Mid,0
414,58500,ford,srw,2019,clean vehicle,21527.0,blue,washington,usa,21 hours left,7,2.717391304347826,Low,Recent,Ford,Mid,0
415,125,ford,door,2014,salvage insurance,56461.0,silver,michigan,usa,2 days left,12,0.0022138783606673513,Medium,Old,Ford,Mid,0
416,3960,honda,door,2015,clean vehicle,95128.0,white,virginia,usa,2 days left,11,0.041627684512609196,High,Old,Honda,Mid,0
417,5998,hyundai,doors,2014,clean vehicle,122975.0,phantom black,new york,usa,5 days left,12,0.048773744470465785,High,Old,Hyundai,Mid,0
418,3700,honda,doors,2014,clean vehicle,162824.0,blue,new york,usa,2 days left,12,0.02272378320282512,Very High,Old,Honda,Mid,0
422,5000,gmc,door,2012,clean vehicle,140339.0,black,utah,usa,19 hours left,14,0.03562776115148924,High,Old,Gmc,Mid,0
423,15050,infiniti,mpv,2019,clean vehicle,26786.0,white,texas,usa,17 hours left,7,0.5618396983611453,Low,Recent,Infiniti,Luxury,0
424,3960,hyundai,doors,2019,clean vehicle,35623.0,red,ohio,usa,2 days left,7,0.11116101504603638,Medium,Recent,Hyundai,Mid,0
425,36300,lincoln,nautilus,2019,clean vehicle,14541.0,black,california,usa,1 days left,7,2.496217851739788,Low,Recent,Lincoln,Luxury,0
426,55600,lexus,gx,2020,clean vehicle,8186.0,silver,florida,usa,2 days left,6,6.791254427751313,Low,Recent,Lexus,Luxury,0
427,2630,nissan,doors,2018,clean vehicle,36739.0,gray,california,usa,20 hours left,8,0.07158410451823626,Medium,Old,Nissan,Mid,0
428,5690,nissan,mpv,2017,clean vehicle,42616.0,blue,new jersey,usa,17 hours left,9,0.13351479456554896,Medium,Old,Nissan,Mid,0
429,19500,audi,q5,2017,clean vehicle,65833.0,blue,texas,usa,3 days left,9,0.2961995321566364,Medium,Old,Audi,Luxury,0
430,450,chevrolet,coupe,2008,salvage insurance,123515.0,yellow,minnesota,usa,2 days left,18,0.003643252696006995,High,Classic,Chevrolet,Mid,0
431,20400,cadillac,door,2015,clean vehicle,36122.0,white,wisconsin,usa,2 days left,11,0.5647371480774022,Medium,Old,Cadillac,Luxury,0
432,4320,chevrolet,door,2011,clean vehicle,88359.0,brown,florida,usa,22 hours left,15,0.0488909008601177,High,Old,Chevrolet,Mid,0
433,33001,ford,f-150,2017,clean vehicle,35905.0,gray,michigan,usa,2 days left,9,0.919094301788002,Medium,Old,Ford,Mid,0
434,10000,ford,door,2017,salvage insurance,35747.0,red,arkansas,usa,17 hours left,9,0.2797359292827571,Medium,Old,Ford,Mid,0
436,5790,gmc,door,2012,clean vehicle,105020.0,white,utah,usa,19 hours left,14,0.0551318307767018,High,Old,Gmc,Mid,0
437,14750,infiniti,mpv,2019,clean vehicle,11047.0,black,texas,usa,17 hours left,7,1.3350832729905866,Low,Recent,Infiniti,Luxury,0
438,4010,hyundai,doors,2019,clean vehicle,31233.0,silver,ohio,usa,2 days left,7,0.12838573349554971,Medium,Recent,Hyundai,Mid,0
439,40000,mercedes-benz,gle,2019,clean vehicle,19427.0,white,california,usa,1 days left,7,2.0588840848260244,Low,Recent,Mercedes-Benz,Economy,0
440,13000,kia,sportage,2017,clean vehicle,71991.0,silver,new jersey,usa,2 hours left,9,0.18057561951327925,Medium,Old,Kia,Mid,0
441,3550,nissan,doors,2018,clean vehicle,29043.0,blue,california,usa,20 hours left,8,0.12222834320341551,Low,Old,Nissan,Mid,0
442,3040,nissan,doors,2017,clean vehicle,36064.0,gray,new jersey,usa,17 hours left,9,0.08429225010397892,Medium,Old,Nissan,Mid,0
444,36400,audi,5,2015,clean vehicle,47213.0,black,wisconsin,usa,2 days left,11,0.7709577667640954,Medium,Old,Audi,Luxury,0
445,4480,ford,door,2011,clean vehicle,116480.0,black,florida,usa,23 hours left,15,0.038461208265725744,High,Old,Ford,Mid,0
446,31003,ford,door,2017,clean vehicle,72084.0,red,michigan,usa,20 hours left,9,0.43008947769993755,Medium,Old,Ford,Mid,0
447,75,ford,pickup,2001,salvage insurance,295780.0,gold,arkansas,usa,17 hours left,25,0.00025356598294008065,Very High,Classic,Ford,Mid,0
448,8850,gmc,door,2011,clean vehicle,148035.0,white,utah,usa,19 hours left,15,0.05978275554594828,High,Old,Gmc,Mid,0
449,14750,infiniti,mpv,2019,clean vehicle,11396.0,white,texas,usa,17 hours left,7,1.2942002281302096,Low,Recent,Infiniti,Luxury,0
450,4690,hyundai,mpv,2019,clean vehicle,33785.0,silver,ohio,usa,2 days left,7,0.13881489374297046,Medium,Recent,Hyundai,Mid,0
451,23000,land,sport,2018,clean vehicle,20103.0,black,california,usa,1 days left,8,1.144050935137286,Low,Old,Land,Economy,0
452,46900,land,discovery,2018,clean vehicle,32387.0,black,florida,usa,2 days left,8,1.4480671853773002,Medium,Old,Land,Economy,0
453,10740,mercedes-benz,doors,2018,clean vehicle,48140.0,white,california,usa,20 hours left,8,0.22309465943790116,Medium,Old,Mercedes-Benz,Economy,0
454,3160,nissan,doors,2017,clean vehicle,34861.0,gray,new jersey,usa,17 hours left,9,0.09064310710802594,Medium,Old,Nissan,Mid,0
456,3450,chrysler,door,2011,clean vehicle,114119.0,gold,florida,usa,22 hours left,15,0.030231335436382754,High,Old,Chrysler,Mid,0
457,27102,ford,f-150,2017,clean vehicle,34165.0,red,michigan,usa,2 days left,9,0.793244746238951,Medium,Old,Ford,Mid,0
458,500,gmc,door,2018,salvage insurance,27442.0,black,arkansas,usa,17 hours left,8,0.01821958240717123,Low,Old,Gmc,Mid,0
459,5100,gmc,door,2011,clean vehicle,144792.0,white,utah,usa,19 hours left,15,0.03522269722983846,High,Old,Gmc,Mid,0
460,15010,infiniti,mpv,2019,clean vehicle,11394.0,beige,texas,usa,17 hours left,7,1.3172444054409829,Low,Recent,Infiniti,Luxury,0
461,5800,jeep,mpv,2019,clean vehicle,30546.0,silver,ohio,usa,2 days left,7,0.18987134579500442,Medium,Recent,Jeep,Mid,0
462,23200,land,sport,2018,clean vehicle,23745.0,black,california,usa,1 days left,8,0.9770066537522109,Low,Old,Land,Economy,0
463,8000,hyundai,door,2015,clean vehicle,88274.0,red,pennsylvania,usa,7 days left,11,0.09062588501840839,High,Old,Hyundai,Mid,0
464,3390,nissan,doors,2018,clean vehicle,38349.0,gray,california,usa,20 hours left,8,0.08839634941329856,Medium,Old,Nissan,Mid,0
465,3140,nissan,doors,2017,clean vehicle,30142.0,white,new jersey,usa,17 hours left,9,0.10417012241648144,Medium,Old,Nissan,Mid,0
466,25,chevrolet,door,2007,salvage insurance,267834.0,black,texas,usa,17 hours left,19,9.334104952676088e-05,Very High,Classic,Chevrolet,Mid,0
467,15000,bmw,door,2014,clean vehicle,44730.0,silver,illinois,usa,21 hours left,12,0.3353379088328005,Medium,Old,Bmw,Luxury,0
468,10440,chevrolet,cab,2011,clean vehicle,92476.0,blue,florida,usa,23 hours left,15,0.11289293554072904,High,Old,Chevrolet,Mid,0
469,23911,ford,f-150,2017,clean vehicle,25698.0,black,michigan,usa,20 hours left,9,0.9304253083777579,Low,Old,Ford,Mid,0
470,25,ford,pk,2010,salvage insurance,155242.0,gray,oklahoma,usa,17 hours left,16,0.0001610378567793717,Very High,Classic,Ford,Mid,0
471,21400,gmc,acadia,2018,clean vehicle,54332.0,gray,new jersey,usa,2 hours left,8,0.3938674470395524,Medium,Old,Gmc,Mid,0
472,5380,gmc,cab,2011,clean vehicle,119215.0,white,utah,usa,19 hours left,15,0.04512817071534022,High,Old,Gmc,Mid,0
473,11000,jeep,mpv,2019,clean vehicle,8930.0,red,michigan,usa,2 days left,7,1.2316649871235024,Low,Recent,Jeep,Mid,0
474,4950,jeep,mpv,2019,clean vehicle,46985.0,silver,ohio,usa,2 days left,7,0.10535052994509003,Medium,Recent,Jeep,Mid,0
475,22500,land,sport,2018,clean vehicle,30220.0,black,california,usa,2 days left,8,0.7445154031964528,Medium,Old,Land,Economy,0
476,30300,maserati,ghibli,2017,clean vehicle,37021.0,black,florida,usa,2 days left,9,0.8184322835071038,Medium,Old,Maserati,Luxury,0
477,2630,nissan,doors,2018,clean vehicle,43152.0,white,california,usa,20 hours left,8,0.060945936551340577,Medium,Old,Nissan,Mid,0
478,3140,nissan,doors,2017,clean vehicle,34318.0,silver,new jersey,usa,17 hours left,9,0.09149450741571724,Medium,Old,Nissan,Mid,0
479,2300,chevrolet,door,2011,salvage insurance,88287.0,white,arkansas,usa,17 hours left,15,0.026051105472997462,High,Old,Chevrolet,Mid,0
480,4310,chevrolet,door,2011,clean vehicle,105486.0,black,florida,usa,22 hours left,15,0.04085811521798895,High,Old,Chevrolet,Mid,0
481,26012,ford,door,2017,clean vehicle,19850.0,black,michigan,usa,20 hours left,9,1.3103621983779155,Low,Old,Ford,Mid,0
482,75,ford,door,2014,salvage insurance,116535.0,silver,oklahoma,usa,17 hours left,12,0.0006435779501613235,High,Old,Ford,Mid,0
483,48500,gmc,1500,2019,clean vehicle,15777.0,black,pennsylvania,usa,1 days left,7,3.0739003676004564,Low,Recent,Gmc,Mid,0
484,3330,gmc,mpv,2009,clean vehicle,87448.0,white,utah,usa,19 hours left,17,0.03807933767109973,High,Classic,Gmc,Mid,0
485,11200,jeep,mpv,2019,clean vehicle,8395.0,yellow,michigan,usa,2 days left,7,1.3339685564554549,Low,Recent,Jeep,Mid,0
486,4730,hyundai,mpv,2019,clean vehicle,30121.0,red,ohio,usa,2 days left,7,0.15702808578447647,Medium,Recent,Hyundai,Mid,0
487,24900,mercedes-benz,glc,2018,clean vehicle,33687.0,white,california,usa,1 days left,8,0.7391355972453099,Medium,Old,Mercedes-Benz,Economy,0
488,29400,mercedes-benz,e-class,2017,clean vehicle,37561.0,blue,florida,usa,2 days left,9,0.7827059262020126,Medium,Old,Mercedes-Benz,Economy,0
489,8350,nissan,cab,2018,clean vehicle,32256.0,gray,california,usa,20 hours left,8,0.258858542331897,Medium,Old,Nissan,Mid,0
491,3210,nissan,doors,2017,clean vehicle,25255.0,black,new jersey,usa,17 hours left,9,0.12709851124485272,Low,Old,Nissan,Mid,0
492,25,chevrolet,van,2006,salvage insurance,165327.0,white,arkansas,usa,17 hours left,20,0.00015121455530823575,Very High,Classic,Chevrolet,Mid,0
493,4200,chevrolet,cutaway,2006,clean vehicle,118009.0,white,wisconsin,usa,21 hours left,20,0.03559020421998136,High,Classic,Chevrolet,Mid,0
494,8430,chevrolet,utility,2011,clean vehicle,114547.0,black,florida,usa,22 hours left,15,0.07359360268184517,High,Old,Chevrolet,Mid,0
495,25503,ford,f-150,2017,clean vehicle,18647.0,black,michigan,usa,9 minutes,9,1.3675997425997426,Low,Old,Ford,Mid,0
497,26000,gmc,limited,2019,clean vehicle,16669.0,black,pennsylvania,usa,1 days left,7,1.5596880623875224,Low,Recent,Gmc,Mid,0
498,3900,honda,doors,2017,clean vehicle,47970.0,blue,virginia,usa,2 days left,9,0.08129911821725626,Medium,Old,Honda,Mid,0
499,11200,jeep,mpv,2019,clean vehicle,12905.0,gray,michigan,usa,2 days left,7,0.8678134201146753,Low,Recent,Jeep,Mid,0
500,8610,jeep,mpv,2019,clean vehicle,22123.0,silver,ohio,usa,2 days left,7,0.3891701319833665,Low,Recent,Jeep,Mid,0
501,28000,mercedes-benz,gle,2018,clean vehicle,40780.0,white,california,usa,1 days left,8,0.6865942473210563,Medium,Old,Mercedes-Benz,Economy,0
502,84900,mercedes-benz,sl-class,2017,clean vehicle,25302.0,silver,florida,usa,2 days left,9,3.3553333596806705,Low,Old,Mercedes-Benz,Economy,0
503,10840,lexus,mpv,2017,clean vehicle,36596.0,black,california,usa,20 hours left,9,0.29619914200617536,Medium,Old,Lexus,Luxury,0
504,100,peterbilt,truck,2012,salvage insurance,0.0,blue,florida,usa,17 hours left,14,100.0,,Old,Peterbilt,Economy,0
505,11050,ram,door,2017,clean vehicle,30421.0,white,new jersey,usa,17 hours left,9,0.36322398264413913,Medium,Old,Ram,Mid,0
507,1000,chevrolet,door,2005,clean vehicle,135675.0,gray,wisconsin,usa,21 hours left,21,0.007370500309561013,High,Classic,Chevrolet,Mid,0
508,3570,dodge,door,2015,clean vehicle,17355.0,black,georgia,usa,2 days left,11,0.20569255588845356,Low,Old,Dodge,Mid,0
509,25001,ford,door,2017,clean vehicle,27773.0,gray,michigan,usa,2 days left,9,0.9001584215453302,Low,Old,Ford,Mid,0
511,5630,gmc,mpv,2017,clean vehicle,58366.0,black,virginia,usa,2 days left,9,0.09645861531344767,Medium,Old,Gmc,Mid,0
512,11100,jeep,mpv,2019,clean vehicle,11229.0,white,michigan,usa,2 days left,7,0.9884238646482636,Low,Recent,Jeep,Mid,0
513,4650,hyundai,mpv,2019,clean vehicle,27492.0,white,ohio,usa,2 days left,7,0.1691339613719856,Low,Recent,Hyundai,Mid,0
515,3820,nissan,mpv,2016,clean vehicle,41654.0,blue,california,usa,20 hours left,10,0.09170567758972513,Medium,Old,Nissan,Mid,0
517,2900,nissan,doors,2017,clean vehicle,31954.0,gray,new jersey,usa,17 hours left,9,0.0907526208731028,Medium,Old,Nissan,Mid,0
518,50,chevrolet,door,2008,salvage insurance,172102.0,blue,texas,usa,17 hours left,18,0.00029052369801804733,Very High,Classic,Chevrolet,Mid,0
519,5100,chevrolet,pickup,2004,clean vehicle,173321.0,gray,wisconsin,usa,21 hours left,22,0.0294250008654412,Very High,Classic,Chevrolet,Mid,0
520,4700,dodge,door,2015,clean vehicle,93423.0,red,georgia,usa,2 days left,11,0.05030827196437746,High,Old,Dodge,Mid,0
521,29502,ford,f-150,2017,clean vehicle,14053.0,red,michigan,usa,2 days left,9,2.0991888430340118,Low,Old,Ford,Mid,0
523,6160,honda,door,2017,clean vehicle,25956.0,white,virginia,usa,2 days left,9,0.2373155603498093,Low,Old,Honda,Mid,0
524,10910,jeep,mpv,2019,clean vehicle,12253.0,red,michigan,usa,2 days left,7,0.8903215276644361,Low,Recent,Jeep,Mid,0
525,3440,hyundai,doors,2019,clean vehicle,34895.0,gray,ohio,usa,2 days left,7,0.09857863365428703,Medium,Recent,Hyundai,Mid,0
526,16000,mazda,cx-3,2016,clean vehicle,47753.0,gray,florida,usa,2 days left,10,0.33505046697658836,Medium,Old,Mazda,Mid,0
527,3810,kia,door,2016,clean vehicle,39408.0,black,california,usa,20 hours left,10,0.09667842371031998,Medium,Old,Kia,Mid,0
529,3020,nissan,doors,2017,clean vehicle,33599.0,white,new jersey,usa,17 hours left,9,0.08988095238095238,Medium,Old,Nissan,Mid,0
532,3870,ford,door,2010,clean vehicle,185983.0,white,florida,usa,22 hours left,16,0.02080824156916724,Very High,Classic,Ford,Mid,0
533,24811,ford,door,2017,clean vehicle,28464.0,red,michigan,usa,21 hours left,9,0.8716318285613912,Low,Old,Ford,Mid,0
534,75,ford,door,2007,salvage insurance,154989.0,blue,oklahoma,usa,17 hours left,19,0.0004839021872378863,Very High,Classic,Ford,Mid,0
535,5420,honda,doors,2017,clean vehicle,16702.0,black,virginia,usa,2 days left,9,0.3244926061186613,Low,Old,Honda,Mid,0
536,11100,jeep,mpv,2019,clean vehicle,11449.0,yellow,michigan,usa,2 days left,7,0.9694323144104804,Low,Recent,Jeep,Mid,0
537,4750,hyundai,mpv,2019,clean vehicle,25847.0,gray,ohio,usa,2 days left,7,0.18376663571649643,Low,Recent,Hyundai,Mid,0
538,17900,mercedes-benz,door,2015,clean vehicle,49772.0,gray,florida,usa,2 days left,11,0.3596327326060314,Medium,Old,Mercedes-Benz,Economy,0
539,3800,nissan,door,2015,clean vehicle,83915.0,black,california,usa,20 hours left,11,0.04528337861671195,High,Old,Nissan,Mid,0
540,3160,nissan,doors,2017,clean vehicle,40306.0,silver,new jersey,usa,17 hours left,9,0.07839829310045401,Medium,Old,Nissan,Mid,0
541,25,chevrolet,pickup,2010,salvage insurance,149189.0,white,colorado,usa,17 hours left,16,0.0001675715530531537,High,Classic,Chevrolet,Mid,0
542,1200,chevrolet,door,2001,clean vehicle,149543.0,red,wisconsin,usa,21 hours left,25,0.008024394158241053,High,Classic,Chevrolet,Mid,0
543,6470,chevrolet,coupe,2010,clean vehicle,69622.0,yellow,florida,usa,22 hours left,16,0.09292906079887393,Medium,Classic,Chevrolet,Mid,0
544,26400,ford,door,2017,clean vehicle,36295.0,red,michigan,usa,19 hours left,9,0.727352876350011,Medium,Old,Ford,Mid,0
546,32500,gmc,2500hd,2018,clean vehicle,14856.0,blue,pennsylvania,usa,1 days left,8,2.1875210338560946,Low,Old,Gmc,Mid,0
547,6900,honda,mpv,2017,clean vehicle,44129.0,brown,minnesota,usa,18 hours left,9,0.15635622025832766,Medium,Old,Honda,Mid,0
548,11030,jeep,mpv,2019,clean vehicle,10861.0,yellow,michigan,usa,2 days left,7,1.0154667648683484,Low,Recent,Jeep,Mid,0
549,3460,hyundai,door,2012,clean vehicle,142106.0,white,mississippi,usa,2 days left,14,0.02434785056330793,High,Old,Hyundai,Mid,0
550,18000,mercedes-benz,door,2015,clean vehicle,82411.0,black,florida,usa,2 days left,11,0.21841479396204436,High,Old,Mercedes-Benz,Economy,0
551,3250,hyundai,door,2015,clean vehicle,111612.0,gray,california,usa,20 hours left,11,0.02911847186259665,High,Old,Hyundai,Mid,0
552,3210,nissan,doors,2017,clean vehicle,35251.0,gray,new jersey,usa,17 hours left,9,0.09105866333825031,Medium,Old,Nissan,Mid,0
553,13200,chevrolet,door,2017,clean vehicle,50408.0,black,pennsylvania,usa,2 days left,9,0.26185800154734273,Medium,Old,Chevrolet,Mid,0
554,27705,ford,f-150,2019,clean vehicle,15630.0,gray,michigan,usa,19 hours left,7,1.7724393832768217,Low,Recent,Ford,Mid,0
555,7200,chevrolet,door,2017,clean vehicle,53273.0,black,pennsylvania,usa,2 days left,9,0.13515035476968126,Medium,Old,Chevrolet,Mid,0
556,28714,ford,f-150,2019,clean vehicle,14786.0,white,michigan,usa,19 hours left,7,1.941840806113478,Low,Recent,Ford,Mid,0
557,11200,chevrolet,door,2017,clean vehicle,85315.0,white,pennsylvania,usa,2 days left,9,0.13127666557269446,High,Old,Chevrolet,Mid,0
558,27502,ford,f-150,2019,clean vehicle,16146.0,gray,michigan,usa,1 minutes,7,1.7032266055614047,Low,Recent,Ford,Mid,0
559,11900,chevrolet,door,2017,clean vehicle,76211.0,blue,pennsylvania,usa,2 days left,9,0.15614338949246837,Medium,Old,Chevrolet,Mid,0
560,29314,ford,f-150,2019,clean vehicle,15265.0,gray,michigan,usa,19 hours left,7,1.9202148565439539,Low,Recent,Ford,Mid,0
561,11200,chevrolet,door,2017,clean vehicle,79965.0,silver,pennsylvania,usa,2 days left,9,0.14005952529825175,Medium,Old,Chevrolet,Mid,0
562,27002,ford,f-150,2019,clean vehicle,16059.0,gray,michigan,usa,1 minutes,7,1.6813200498132006,Low,Recent,Ford,Mid,0
563,13200,chevrolet,door,2017,clean vehicle,62739.0,black,pennsylvania,usa,2 days left,9,0.21039209435766656,Medium,Old,Chevrolet,Mid,0
564,28214,ford,f-150,2019,clean vehicle,15569.0,white,michigan,usa,19 hours left,7,1.8120745022479126,Low,Recent,Ford,Mid,0
565,12700,chevrolet,door,2017,clean vehicle,58932.0,black,pennsylvania,usa,2 days left,9,0.21549895644206132,Medium,Old,Chevrolet,Mid,0
566,29900,ford,f-150,2019,clean vehicle,17488.0,white,michigan,usa,2 days left,7,1.7096460632397508,Low,Recent,Ford,Mid,0
567,12700,chevrolet,door,2017,clean vehicle,60733.0,black,pennsylvania,usa,2 days left,9,0.20910857180491982,Medium,Old,Chevrolet,Mid,0
568,27202,ford,f-150,2019,clean vehicle,18550.0,red,michigan,usa,1 minutes,7,1.4663360465743087,Low,Recent,Ford,Mid,0
569,13500,chevrolet,impala,2018,clean vehicle,53194.0,white,new jersey,usa,7 hours left,8,0.2537832503054798,Medium,Old,Chevrolet,Mid,0
570,27705,ford,f-150,2019,clean vehicle,17644.0,silver,michigan,usa,19 hours left,7,1.5701331822045905,Low,Recent,Ford,Mid,0
571,14700,chevrolet,van,2016,clean vehicle,34454.0,white,pennsylvania,usa,2 days left,10,0.42664344797562037,Medium,Old,Chevrolet,Mid,0
572,29900,ford,f-150,2019,clean vehicle,17684.0,white,michigan,usa,2 days left,7,1.690698331919706,Low,Recent,Ford,Mid,0
573,4500,chevrolet,door,2015,clean vehicle,83279.0,gray,pennsylvania,usa,21 hours left,11,0.05403458213256484,High,Old,Chevrolet,Mid,0
574,27705,ford,f-150,2019,clean vehicle,16600.0,silver,michigan,usa,19 hours left,7,1.6688753689536775,Low,Recent,Ford,Mid,0
575,8000,chevrolet,door,2015,clean vehicle,107971.0,gray,pennsylvania,usa,21 hours left,11,0.07409328344385581,High,Old,Chevrolet,Mid,0
576,25511,ford,f-150,2019,clean vehicle,17801.0,silver,michigan,usa,19 hours left,7,1.4330412313223233,Low,Recent,Ford,Mid,0
577,7700,chevrolet,colorado,2015,clean vehicle,94150.0,white,pennsylvania,usa,2 days left,11,0.08178351796582087,High,Old,Chevrolet,Mid,0
578,29900,ford,f-150,2019,clean vehicle,17159.0,silver,michigan,usa,2 days left,7,1.7424242424242424,Low,Recent,Ford,Mid,0
579,7200,chevrolet,van,2015,clean vehicle,80711.0,white,pennsylvania,usa,2 days left,11,0.08920606601248884,High,Old,Chevrolet,Mid,0
580,27502,ford,f-150,2019,clean vehicle,17983.0,red,michigan,usa,1 minutes,7,1.5292482206405693,Low,Recent,Ford,Mid,0
581,4500,chevrolet,door,2013,clean vehicle,119981.0,white,pennsylvania,usa,21 hours left,13,0.03750562584387658,High,Old,Chevrolet,Mid,0
582,27402,ford,f-150,2019,clean vehicle,17851.0,white,michigan,usa,1 minutes,7,1.53495406677123,Low,Recent,Ford,Mid,0
583,1500,chevrolet,sonic,2013,clean vehicle,66079.0,black,pennsylvania,usa,21 hours left,13,0.022699757869249396,Medium,Old,Chevrolet,Mid,0
584,26602,ford,f-150,2019,clean vehicle,18174.0,white,michigan,usa,1 minutes,7,1.463658872077029,Low,Recent,Ford,Mid,0
585,10200,chevrolet,sonic,2019,clean vehicle,7654.0,black,illinois,usa,2 days left,7,1.3324624428478118,Low,Recent,Chevrolet,Mid,0
586,29900,ford,f-150,2019,clean vehicle,18759.0,black,michigan,usa,2 days left,7,1.5938166311300639,Low,Recent,Ford,Mid,0
587,14000,chevrolet,colorado,2019,clean vehicle,11564.0,white,illinois,usa,2 days left,7,1.2105490704712494,Low,Recent,Chevrolet,Mid,0
588,28500,ford,f-150,2019,clean vehicle,18901.0,silver,michigan,usa,19 hours left,7,1.5077769548195958,Low,Recent,Ford,Mid,0
589,8000,chevrolet,door,2016,clean vehicle,86541.0,black,florida,usa,6 days left,10,0.09244066464837883,High,Old,Chevrolet,Mid,0
590,29809,ford,f-150,2019,clean vehicle,21157.0,silver,michigan,usa,19 hours left,7,1.4088760752434069,Low,Recent,Ford,Mid,0
591,36900,chevrolet,corvette,2015,clean vehicle,29937.0,black,florida,usa,16 hours left,11,1.2325472643463158,Low,Old,Chevrolet,Mid,0
592,26902,ford,f-150,2019,clean vehicle,23964.0,white,michigan,usa,1 minutes,7,1.1225537241810974,Low,Recent,Ford,Mid,0
593,10950,chevrolet,door,2015,clean vehicle,58504.0,red,florida,usa,22 hours left,11,0.18716349029997437,Medium,Old,Chevrolet,Mid,0
594,27402,ford,f-150,2019,clean vehicle,20154.0,white,michigan,usa,1 minutes,7,1.359563383775738,Low,Recent,Ford,Mid,0
595,16900,acura,mdx,2014,clean vehicle,63500.0,silver,florida,usa,1 days left,12,0.2661375411410844,Medium,Old,Acura,Economy,0
596,25600,ford,f-150,2019,clean vehicle,23294.0,silver,michigan,usa,19 hours left,7,1.0989482721614081,Low,Recent,Ford,Mid,0
597,29700,bmw,series,2016,clean vehicle,24293.0,no_color,texas,usa,1 days left,10,1.2225240800197579,Low,Old,Bmw,Luxury,0
598,27702,ford,f-150,2019,clean vehicle,20343.0,red,michigan,usa,1 minutes,7,1.3616791191506095,Low,Recent,Ford,Mid,0
599,13500,buick,encore,2016,clean vehicle,19655.0,red,texas,usa,5 hours left,10,0.6868131868131868,Low,Old,Buick,Mid,0
600,27102,ford,f-150,2019,clean vehicle,19100.0,white,michigan,usa,1 minutes,7,1.4188785927438354,Low,Recent,Ford,Mid,0
601,27102,ford,f-150,2019,clean vehicle,20014.0,white,michigan,usa,1 minutes,7,1.3540844366724956,Low,Recent,Ford,Mid,0
602,25811,ford,f-150,2019,clean vehicle,21774.0,black,michigan,usa,16 minutes,7,1.185350172215844,Low,Recent,Ford,Mid,0
603,26602,ford,f-150,2019,clean vehicle,21201.0,white,michigan,usa,1 minutes,7,1.2546929534949534,Low,Recent,Ford,Mid,0
604,27102,ford,f-150,2019,clean vehicle,21766.0,white,michigan,usa,1 minutes,7,1.2450957872008086,Low,Recent,Ford,Mid,0
605,37500,buick,enclave,2019,clean vehicle,12406.0,gray,wisconsin,usa,21 hours left,7,3.022487305553317,Low,Recent,Buick,Mid,0
606,26211,ford,flex,2019,clean vehicle,17977.0,blue,michigan,usa,21 hours left,7,1.457948603849149,Low,Recent,Ford,Mid,0
607,24205,ford,flex,2019,clean vehicle,22805.0,silver,michigan,usa,2 days left,7,1.0613435060948873,Low,Recent,Ford,Mid,0
608,37500,cadillac,xt5,2019,clean vehicle,16013.0,black,wisconsin,usa,21 hours left,7,2.341701011614837,Low,Recent,Cadillac,Luxury,0
609,27111,ford,flex,2019,clean vehicle,14382.0,black,michigan,usa,21 hours left,7,1.8849336021692276,Low,Recent,Ford,Mid,0
610,27411,ford,flex,2019,clean vehicle,9660.0,black,michigan,usa,21 hours left,7,2.8372839250595177,Low,Recent,Ford,Mid,0
611,27302,ford,flex,2019,clean vehicle,18969.0,black,michigan,usa,2 days left,7,1.4392198207696363,Low,Recent,Ford,Mid,0
612,27202,ford,f-150,2019,clean vehicle,24730.0,gray,michigan,usa,1 minutes,7,1.099915086328899,Low,Recent,Ford,Mid,0
613,26311,ford,flex,2019,clean vehicle,15847.0,red,michigan,usa,21 hours left,7,1.6602094901564866,Low,Recent,Ford,Mid,0
614,26602,ford,f-150,2019,clean vehicle,25009.0,white,michigan,usa,1 minutes,7,1.0636545381847262,Low,Recent,Ford,Mid,0
615,33500,bmw,series,2017,clean vehicle,22115.0,blue,wisconsin,usa,21 hours left,9,1.5147404593959124,Low,Old,Bmw,Luxury,0
616,27511,ford,flex,2019,clean vehicle,11836.0,white,michigan,usa,21 hours left,7,2.3241530793275325,Low,Recent,Ford,Mid,0
617,21500,buick,door,2017,clean vehicle,23765.0,red,wisconsin,usa,2 days left,9,0.9046537069763527,Low,Old,Buick,Mid,0
618,27200,ford,f-150,2019,clean vehicle,25508.0,silver,michigan,usa,20 hours left,7,1.0662903289035242,Low,Recent,Ford,Mid,0
619,26511,ford,flex,2019,clean vehicle,18196.0,red,michigan,usa,21 hours left,7,1.456888498104083,Low,Recent,Ford,Mid,0
620,24002,ford,flex,2019,clean vehicle,16106.0,gray,michigan,usa,2 days left,7,1.4901595579561682,Low,Recent,Ford,Mid,0
621,21500,buick,door,2017,clean vehicle,14907.0,silver,wisconsin,usa,2 days left,9,1.4421786960021465,Low,Old,Buick,Mid,0
622,18511,ford,fusion,2019,clean vehicle,12735.0,gray,michigan,usa,20 hours left,7,1.4534390703517588,Low,Recent,Ford,Mid,0
623,14000,kia,sorento,2017,clean vehicle,53424.0,black,connecticut,usa,5 hours left,9,0.26204960224613943,Medium,Old,Kia,Mid,0
