Company Names,Cars Names,Engines,CC/Battery Capacity,HorsePower,Total Speed,Performance(0 - 100 )KM/H,Cars Prices,Fuel Types,Seats,Torque
BUGATTI,Centodieci,8.0L Quad-Turbo W16,7993.0,1600.0,380.0,2.4,9000000.0,petrol,2.0,1600.0
BUGATTI,Bolide,8.0L Quad-Turbo W16,7993.0,1850.0,500.0,2.2,4500000.0,petrol,2.0,1600.0
BUGATTI,Mistral,8.0L Quad-Turbo W16,7993.0,1600.0,420.0,2.4,5000000.0,petrol,2.0,1600.0
VOLVO,Volvo FE,7.7L I6 Turbo Diesel,7700.0,280.0,90.0,20.0,85000.0,diesel,2.0,1200.0
VOLVO,Volvo FL,5.1L I4 Turbo Diesel,5100.0,180.0,80.0,22.0,75000.0,diesel,2.0,800.0
JAGUAR LAND ROVER,Jaguar I-PACE,Electric (Dual Motor),90.0,400.0,200.0,4.8,70000.0,electric,5.0,696.0
JAGUAR LAND ROVER,Jaguar I-PACE Electric Performance,Electric (Dual Motor),90.0,400.0,200.0,4.5,85000.0,electric,5.0,696.0
JAGUAR LAND ROVER,Jaguar I-PACE HSE,Electric (Dual Motor),90.0,400.0,200.0,4.5,90000.0,electric,5.0,696.0
JAGUAR LAND ROVER,Jaguar I-PACE EV400 HSE,Electric (Dual Motor),90.0,400.0,200.0,4.5,85000.0,electric,5.0,696.0
JAGUAR LAND ROVER,Jaguar I-PACE First Edition,Electric (Dual Motor),90.0,400.0,200.0,4.5,85000.0,electric,5.0,696.0
ACURA,TLX 2.4L,Inline-4,2400.0,206.0,210.0,6.0,35000.0,petrol,5.0,247.0
ACURA,MDX Hybrid,V6 Hybrid,3500.0,321.0,190.0,6.0,55000.0,hybrid,7.0,335.0
ACURA,RDX Hybrid,Inline-4 Hybrid,1500.0,247.0,210.0,6.6,50000.0,hybrid,5.0,400.0
ACURA,ILX Technology Package,Inline-4,2400.0,201.0,200.0,6.6,30000.0,petrol,5.0,180.0
ACURA,NSX GT3 (Track Version),Twin-Turbo V6 Hybrid,3493.0,500.0,300.0,3.0,150000.0,hybrid,2.0,600.0
ACURA,RDX Turbo AWD,Inline-4 Turbocharged,1500.0,272.0,210.0,6.6,45000.0,petrol,5.0,400.0
ACURA,TLX 3.5L V6,V6,3500.0,290.0,250.0,5.7,50000.0,petrol,5.0,362.0
ACURA,ILX Special Edition,Inline-4,2400.0,201.0,200.0,6.6,30000.0,petrol,5.0,180.0
ACURA,MDX SH-AWD w/Technology Package,V6,3500.0,290.0,190.0,6.0,55000.0,petrol,7.0,362.0
ACURA,NSX 3.5L Hybrid Coupe,Twin-Turbo V6 Hybrid,3493.0,537.0,307.0,2.9,157000.0,hybrid,2.0,666.0
ACURA,MDX Elite,V6,3500.0,290.0,190.0,6.0,58000.0,petrol,7.0,362.0
ACURA,TLX V6 Advance,V6,3500.0,290.0,250.0,5.7,46000.0,petrol,5.0,362.0
ACURA,NSX Carbon Edition,Twin-Turbo V6 Hybrid,3493.0,537.0,307.0,2.9,157000.0,hybrid,2.0,666.0
ACURA,RDX Turbo SH-AWD,Turbocharged I4,1500.0,272.0,210.0,6.6,42000.0,petrol,5.0,400.0
ACURA,ILX Technology Plus,Inline-4,2400.0,201.0,200.0,6.6,28000.0,petrol,5.0,180.0
ACURA,TLX Type S PMC Edition,Turbocharged V6,3000.0,355.0,250.0,5.1,54000.0,petrol,5.0,480.0
ACURA,MDX Sport Hybrid,V6 Hybrid,3500.0,321.0,190.0,6.0,52000.0,hybrid,7.0,335.0
PEUGEOT,208,Inline-4,1199.0,82.0,180.0,10.5,22000.0,petrol,5.0,160.0
PEUGEOT,2008,Inline-4,1199.0,100.0,190.0,9.0,25000.0,petrol,5.0,205.0
PEUGEOT,301,Inline-4,1598.0,115.0,185.0,10.0,23500.0,petrol,5.0,150.0
PEUGEOT,308,Inline-4,1598.0,130.0,200.0,8.0,28000.0,petrol,5.0,230.0
PEUGEOT,3008,Inline-4,1598.0,180.0,210.0,7.5,32000.0,petrol,5.0,400.0
PEUGEOT,5008,Inline-4,1998.0,165.0,200.0,9.5,35000.0,diesel,7.0,400.0
PEUGEOT,508,Inline-4,1998.0,180.0,235.0,8.0,35500.0,petrol,5.0,300.0
PEUGEOT,Partner,Diesel I4,1560.0,75.0,160.0,12.0,22500.0,diesel,5.0,200.0
PEUGEOT,Expert,Diesel I4,1997.0,120.0,180.0,10.0,30000.0,diesel,3.0,300.0
PEUGEOT,Boxer,Diesel I4,2200.0,140.0,160.0,11.0,32000.0,diesel,3.0,340.0
PEUGEOT,e-208,Electric Motor,50.0,136.0,150.0,8.1,35000.0,electric,5.0,260.0
PEUGEOT,e-2008,Electric Motor,50.0,136.0,150.0,8.5,38000.0,electric,5.0,260.0
PEUGEOT,208 GTI,Inline-4,1598.0,208.0,230.0,6.5,28000.0,petrol,5.0,300.0
PEUGEOT,308 GTI,Inline-4,1598.0,270.0,250.0,6.0,35000.0,petrol,5.0,330.0
PEUGEOT,508 PSE (Peugeot Sport Engineered),Hybrid I4,1598.0,360.0,250.0,5.2,55000.0,hybrid,5.0,520.0
PEUGEOT,308 Allure,Inline-4,1199.0,130.0,205.0,9.3,25000.0,petrol,5.0,230.0
PEUGEOT,2008 Allure,Inline-4,1199.0,130.0,200.0,9.7,27000.0,petrol,5.0,230.0
PEUGEOT,3008 Allure,Inline-4,1499.0,180.0,210.0,8.0,30000.0,petrol,5.0,250.0
PEUGEOT,5008 Allure,Inline-4,1499.0,180.0,200.0,8.5,33000.0,petrol,7.0,250.0
PEUGEOT,508 Allure,Inline-4,1499.0,180.0,225.0,8.0,35000.0,petrol,5.0,250.0
PEUGEOT,3008 GT,Inline-4,1598.0,200.0,220.0,7.5,35000.0,petrol,5.0,280.0
PEUGEOT,508 GT,Inline-4,1598.0,225.0,235.0,6.8,40000.0,petrol,5.0,300.0
PEUGEOT,3008 GT Hybrid,Hybrid I4,1598.0,300.0,235.0,6.0,45000.0,hybrid,5.0,400.0
PEUGEOT,5008 GT Hybrid,Hybrid I4,1598.0,300.0,210.0,6.5,48000.0,hybrid,7.0,400.0
PEUGEOT,208 Allure Premium,Inline-4,1199.0,130.0,200.0,9.5,28000.0,petrol,5.0,230.0
PEUGEOT,Partner Tepee,Inline-4,1560.0,100.0,170.0,12.0,25000.0,diesel,5.0,260.0
PEUGEOT,Expert L2H1,Inline-4,1997.0,120.0,160.0,13.0,30000.0,diesel,3.0,320.0
PEUGEOT,Boxer L2H2,Inline-4,2200.0,130.0,140.0,14.0,35000.0,diesel,3.0,350.0
PEUGEOT,208 PSE (Peugeot Sport Engineered),Hybrid I4,1598.0,225.0,250.0,5.5,45000.0,hybrid,5.0,360.0
PEUGEOT,308 PSE,Hybrid I4,1598.0,360.0,250.0,5.0,55000.0,hybrid,5.0,520.0
PEUGEOT,508 PSE,Hybrid I4,1598.0,360.0,250.0,5.2,60000.0,hybrid,5.0,520.0
PEUGEOT,3008 PSE,Hybrid I4,1598.0,300.0,235.0,6.0,50000.0,hybrid,5.0,400.0
PEUGEOT,2008 Active,Inline-4,1199.0,100.0,190.0,11.2,22000.0,petrol,5.0,205.0
PEUGEOT,3008 Active,Inline-4,1499.0,130.0,200.0,10.0,30000.0,petrol,5.0,240.0
PEUGEOT,5008 Active,Inline-4,1499.0,130.0,190.0,10.5,33000.0,petrol,7.0,240.0
PEUGEOT,3008 Allure Premium,Inline-4,1499.0,130.0,200.0,9.8,32000.0,petrol,5.0,240.0
PEUGEOT,5008 Allure Premium,Inline-4,1499.0,130.0,190.0,10.2,35000.0,petrol,7.0,240.0
PEUGEOT,3008 GT Line,Inline-4,1598.0,180.0,210.0,8.5,35000.0,petrol,5.0,250.0
PEUGEOT,5008 GT Line,Inline-4,1598.0,180.0,200.0,9.0,38000.0,petrol,7.0,250.0
PEUGEOT,2008 GT,Inline-4,1199.0,130.0,200.0,9.3,25000.0,petrol,5.0,230.0
PEUGEOT,5008 GT,Inline-4,1598.0,180.0,210.0,8.2,40000.0,petrol,7.0,250.0
PEUGEOT,508 SW (Station Wagon),Inline-4,1598.0,180.0,220.0,8.4,35000.0,petrol,5.0,300.0
PEUGEOT,508 Saloon,Inline-4,1598.0,180.0,210.0,8.6,37000.0,petrol,5.0,300.0
PEUGEOT,308 Saloon,Inline-4,1199.0,130.0,200.0,9.0,28000.0,petrol,5.0,230.0
PEUGEOT,301 Sedan,Inline-4,1199.0,82.0,180.0,12.0,20000.0,petrol,5.0,115.0
PEUGEOT,208 Sedan,Inline-4,1199.0,100.0,190.0,11.2,22000.0,petrol,5.0,205.0
FORD,Mustang,5.0L V8,5000.0,450.0,250.0,4.3,55000.0,petrol,4.0,530.0
FORD,GT,3.5L Twin-Turbo V6,3500.0,660.0,348.0,3.0,500000.0,petrol,2.0,746.0
FORD,Focus ST,2.3L Turbo Inline-4,2300.0,280.0,250.0,5.7,30000.0,petrol,5.0,420.0
FORD,Fiesta ST,1.5L Turbo Inline-3,1500.0,200.0,230.0,6.5,23000.0,petrol,5.0,290.0
FORD,Bronco Raptor,3.0L Twin-Turbo V6,3000.0,400.0,220.0,5.5,70000.0,petrol,4.0,583.0
FORD,Ranger Raptor,2.7L Twin-Turbo V6,2700.0,392.0,200.0,6.0,45000.0,petrol,5.0,583.0
FORD,F-150 Raptor,3.5L Twin-Turbo V6,3500.0,450.0,200.0,5.0,70000.0,petrol,5.0,691.0
FORD,Puma,Turbocharged Inline-3,1000.0,123.0,191.0,9.6,28000.0,petrol,5.0,200.0
FORD,Territory,Turbocharged Inline-4,1500.0,140.0,180.0,11.0,32000.0,petrol,5.0,225.0
FORD,Everest,Turbocharged Inline-4,2000.0,210.0,190.0,10.5,52000.0,diesel,7.0,500.0
FORD,Flex,Naturally Aspirated V6,3500.0,287.0,200.0,7.9,31000.0,petrol,7.0,345.0
FORD,Mustang Shelby GT500,Supercharged V8,5200.0,760.0,290.0,3.5,79420.0,petrol,2.0,847.0
FORD,Mustang Shelby GT350,Naturally Aspirated V8,5200.0,526.0,280.0,4.0,59140.0,petrol,2.0,582.0
FORD,F-150 Platinum,Turbocharged V6,3500.0,400.0,180.0,6.5,64695.0,petrol,5.0,678.0
FORD,F-150 Limited,Turbocharged V6,3500.0,450.0,190.0,6.1,84910.0,petrol,5.0,678.0
FORD,Explorer Platinum,Turbocharged V6,3000.0,400.0,230.0,6.0,56505.0,petrol,7.0,563.0
FORD,E-Series Cutaway,V8 Gasoline Engine,7300.0,350.0,140.0,13.0,36000.0,petrol,2.0,569.0
FORD,Transit Chassis Cab,EcoBlue Turbo Diesel,2000.0,170.0,160.0,11.5,37000.0,diesel,2.0,405.0
FORD,Explorer Plug-in Hybrid,V6 Hybrid + Electric Motor,3000.0,457.0,225.0,6.0,53000.0,hybrid,7.0,825.0
FORD,Maverick Hybrid,I4 Hybrid,2500.0,191.0,180.0,7.8,25000.0,hybrid,5.0,210.0
FORD,Mustang (2024),V8 Gasoline Engine,5000.0,450.0,250.0,4.5,60000.0,petrol,4.0,570.0
FORD,Ranger (2024),I4 Turbo Diesel,2000.0,210.0,180.0,8.0,40000.0,diesel,5.0,500.0
FORD,Escape Plug-in Hybrid (2024),I4 Hybrid,2500.0,221.0,190.0,7.5,38000.0,hybrid,5.0,210.0
FORD,Bronco (2024),V6 EcoBoost,2700.0,310.0,200.0,6.7,45000.0,petrol,5.0,542.0
FORD,Explorer (2024),V6 Turbocharged,3000.0,400.0,230.0,5.9,55000.0,petrol,7.0,563.0
TOYOTA,4Runner (6th Gen),2.4L Turbo I4 (i-FORCE MAX Hybrid),2393.0,326.0,180.0,6.8,50000.0,hybrid,7.0,630.0
