name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(km/ltr/kg),engine,car_age,km_per_year,price_per_km,brand,is_luxury,engine_category,mileage_category,is_first_owner,age_x_km,brand_avg_price
maruti swift dzire vdi,2014,450000,80000,diesel,individual,manual,first owner,23.4,1248.0,12,6153.846153846154,5.624929688378895,maruti,0,medium,high,1,960000,387911.1913123845
maruti swift vdi bsiv,2014,400000,90000,diesel,individual,manual,first owner,25.2,1248.0,12,6923.076923076923,4.444395062277086,maruti,0,medium,very_high,1,1080000,387911.1913123845
maruti s-cross 2017-2020 alpha ddis 200 sh,2018,1030000,25000,diesel,individual,manual,first owner,25.1,1248.0,8,2777.777777777778,41.19835206591736,maruti,0,medium,very_high,1,200000,387911.1913123845
tata manza aura quadrajet,2010,190000,100000,diesel,individual,manual,second owner,18.8,1248.0,16,5882.35294117647,1.8999810001899982,tata,0,medium,medium,0,1600000,344393.97836166923
ford fiesta 1.4 duratec exi,2006,140000,60000,petrol,individual,manual,second owner,16.6,1388.0,20,2857.1428571428573,2.333294445092582,ford,0,medium,medium,0,1200000,504376.6925207756
hyundai i20 active s diesel,2018,800000,30000,diesel,individual,manual,first owner,21.19,1396.0,8,3333.3333333333335,26.66577780740642,hyundai,0,medium,high,1,240000,450973.4849921011
mahindra scorpio lx 2.6 turbo,2007,229999,120000,diesel,individual,manual,third owner,10.5,2609.0,19,6000.0,1.9166423613136556,mahindra,0,premium,low,0,2280000,616710.4889196676
tata safari dicor 2.2 ex 4x2,2011,300000,80000,diesel,individual,manual,second owner,13.93,2179.0,15,5000.0,3.74995312558593,tata,0,premium,low,0,1200000,344393.97836166923
volkswagen vento diesel highline,2011,375000,69000,diesel,individual,manual,second owner,20.54,1598.0,15,4312.5,5.434703844871813,volkswagen,0,large,high,0,1035000,489574.6954022989
chevrolet beat lt,2010,140000,75000,petrol,individual,manual,first owner,18.6,1199.0,16,4411.764705882353,1.8666417781096252,chevrolet,0,medium,medium,1,1200000,268349.6296296296
maruti alto lx,2004,60000,113000,petrol,individual,manual,second owner,19.7,796.0,22,4913.04347826087,0.5309687524889161,maruti,0,small,medium,0,2486000,387911.1913123845
hyundai xcent 1.1 crdi s option,2014,420000,90000,diesel,individual,manual,second owner,24.4,1120.0,12,6923.076923076923,4.66661481539094,hyundai,0,medium,high,0,1080000,450973.4849921011
renault pulse rxz,2012,300000,100000,diesel,individual,manual,third owner,23.08,1461.0,14,6666.666666666667,2.999970000299997,renault,0,medium,high,0,1400000,449694.1359223301
tata indica vista quadrajet vx,2012,150000,110000,diesel,individual,manual,first owner,22.3,1248.0,14,7333.333333333333,1.363623967054845,tata,0,medium,high,1,1540000,344393.97836166923
ford ecosport 1.5 tdci titanium plus bsiv,2015,600000,90000,diesel,individual,manual,first owner,22.77,1498.0,11,7500.0,6.666592593415629,ford,0,medium,high,1,990000,504376.6925207756
ford figo diesel titanium,2011,204999,100000,diesel,individual,manual,second owner,20.0,1399.0,15,6250.0,2.049969500304997,ford,0,medium,high,0,1500000,504376.6925207756
hyundai xcent 1.2 crdi sx,2017,625000,50000,diesel,individual,manual,first owner,25.4,1186.0,9,5000.0,12.4997500049999,hyundai,0,medium,very_high,1,450000,450973.4849921011
fiat grande punto 1.3 emotion pack 90hp (diesel),2011,280000,200000,diesel,individual,manual,first owner,20.5,1248.0,15,12500.0,1.3999930000349998,fiat,0,medium,high,1,3000000,295340.86363636365
hyundai santa fe 2wd at,2014,1050000,146000,diesel,individual,automatic,second owner,13.01,2199.0,12,11230.76923076923,7.191731563482442,hyundai,0,premium,low,0,1752000,450973.4849921011
chevrolet optra magnum 1.6 lt petrol,2009,250000,80000,petrol,individual,manual,second owner,12.9,1598.0,17,4444.444444444444,3.1249609379882752,chevrolet,0,large,low,0,1360000,268349.6296296296
tata new safari dicor 2.2 ex 4x2,2010,535000,96443,diesel,individual,manual,second owner,11.57,2179.0,16,5673.117647058823,5.547260586454316,tata,0,premium,low,0,1543088,344393.97836166923
honda accord 2.4 at,2009,400000,100000,petrol,individual,automatic,second owner,11.7,2354.0,17,5555.555555555556,3.999960000399996,honda,0,premium,low,0,1700000,573563.908839779
maruti swift amt vxi,2019,610000,10000,petrol,individual,automatic,first owner,21.21,1197.0,7,1250.0,60.993900609939004,maruti,0,medium,high,1,70000,387911.1913123845
maruti swift dzire vdi,2014,509999,110000,diesel,individual,manual,first owner,23.4,1248.0,12,8461.538461538461,4.636312397160026,maruti,0,medium,high,1,1320000,387911.1913123845
tata safari storme vx,2014,521000,86000,diesel,individual,manual,second owner,14.0,2179.0,12,6615.384615384615,6.058069092219858,tata,0,premium,low,0,1032000,344393.97836166923
maruti swift dzire vdi,2014,511000,100000,diesel,individual,manual,first owner,23.4,1248.0,12,7692.307692307692,5.109948900510995,maruti,0,medium,high,1,1200000,387911.1913123845
hyundai i20 sportz 1.4 crdi,2014,451000,91000,diesel,individual,manual,first owner,22.54,1396.0,12,7000.0,4.955989494620939,hyundai,0,medium,high,1,1092000,450973.4849921011
hyundai i10 sportz,2009,170000,100000,petrol,individual,manual,first owner,20.36,1197.0,17,5555.555555555556,1.6999830001699983,hyundai,0,medium,high,1,1700000,450973.4849921011
maruti swift dzire vdi,2013,450000,120000,diesel,individual,manual,second owner,23.4,1248.0,13,8571.42857142857,3.7499687502604147,maruti,0,medium,high,0,1560000,387911.1913123845
honda city 1.5 v elegance,2011,375000,90000,petrol,individual,manual,second owner,17.0,1497.0,15,5625.0,4.166620370884768,honda,0,medium,medium,0,1350000,573563.908839779
maruti alto 800 lxi,2016,305000,60000,petrol,individual,manual,second owner,22.74,796.0,10,5454.545454545455,5.083248612523125,maruti,0,small,high,0,600000,387911.1913123845
renault kwid rxt,2016,315000,51500,petrol,individual,manual,first owner,25.17,799.0,10,4681.818181818182,6.116386089590494,renault,0,small,very_high,1,515000,449694.1359223301
chevrolet sail 1.3 ls,2016,250000,60000,diesel,individual,manual,second owner,22.1,1248.0,10,5454.545454545455,4.16659722337961,chevrolet,0,medium,high,0,600000,268349.6296296296
ford figo diesel exi,2012,200000,104500,diesel,individual,manual,second owner,20.0,1399.0,14,6966.666666666667,1.9138572836623573,ford,0,medium,high,0,1463000,504376.6925207756
renault duster 110ps diesel rxl,2012,400000,120000,diesel,individual,manual,third owner,19.01,1461.0,14,8000.0,3.3333055557870352,renault,0,medium,medium,0,1680000,449694.1359223301
maruti swift zdi,2014,509999,100000,diesel,individual,manual,second owner,22.9,1248.0,12,7692.307692307692,5.099939000609994,maruti,0,medium,high,0,1200000,387911.1913123845
honda civic 1.8 v mt,2008,375000,90000,petrol,individual,manual,third owner,13.5,1799.0,18,4736.8421052631575,4.166620370884768,honda,0,large,low,0,1620000,573563.908839779
maruti wagon r lxi,2005,150000,150000,petrol,individual,manual,third owner,18.9,998.0,21,6818.181818181818,0.9999933333777775,maruti,0,small,medium,0,3150000,387911.1913123845
maruti wagon r ax,2006,75000,60000,petrol,individual,automatic,first owner,18.9,998.0,20,2857.1428571428573,1.2499791670138831,maruti,0,small,medium,1,1200000,387911.1913123845
hyundai verna 1.4 vtvt,2015,465000,50000,petrol,individual,manual,second owner,17.43,1396.0,11,4166.666666666667,9.299814003719925,hyundai,0,medium,medium,0,550000,450973.4849921011
hyundai grand i10 1.2 crdi asta,2019,700000,10000,diesel,individual,manual,first owner,24.0,1186.0,7,1250.0,69.99300069993001,hyundai,0,medium,high,1,70000,450973.4849921011
mahindra scorpio 1.99 s10,2015,950000,120000,diesel,individual,manual,third owner,15.4,1997.0,11,10000.0,7.916600694994209,mahindra,0,large,medium,0,1320000,616710.4889196676
hyundai i20 1.2 asta,2017,610000,40000,petrol,individual,manual,first owner,18.6,1197.0,9,4000.0,15.249618759531012,hyundai,0,medium,medium,1,360000,450973.4849921011
hyundai santro gs zipdrive - euro ii,2004,60000,120000,petrol,individual,manual,second owner,19.462816502829902,1430.789693178433,22,5217.391304347826,0.49999583336805525,hyundai,0,medium,medium,0,2640000,450973.4849921011
maruti alto 800 lxi,2014,235000,50000,petrol,individual,manual,first owner,22.74,796.0,12,3846.153846153846,4.699906001879962,maruti,0,small,high,1,600000,387911.1913123845
maruti eeco 5 seater ac bsiv,2017,330000,90000,petrol,individual,manual,first owner,15.37,1196.0,9,9000.0,3.666625926378596,maruti,0,medium,medium,1,810000,387911.1913123845
nissan terrano xe 85 ps,2014,472000,90000,diesel,individual,manual,first owner,20.45,1461.0,12,6923.076923076923,5.244386173486961,nissan,0,medium,high,1,1080000,456616.38356164383
maruti swift vxi,2019,585000,10000,petrol,individual,manual,first owner,21.21,1197.0,7,1250.0,58.49415058494151,maruti,0,medium,high,1,70000,387911.1913123845
mahindra supro lx 8 str,2018,500000,10000,diesel,individual,manual,first owner,23.5,909.0,8,1111.111111111111,49.99500049995,mahindra,0,small,high,1,80000,616710.4889196676
maruti alto k10 vxi,2019,360000,27000,petrol,individual,manual,first owner,23.95,998.0,7,3375.0,13.332839524462058,maruti,0,small,high,1,189000,387911.1913123845
maruti swift dzire vdi,2016,649000,70000,diesel,individual,manual,first owner,26.59,1248.0,10,6363.636363636364,9.271296124341081,maruti,0,medium,very_high,1,700000,387911.1913123845
maruti omni mpi cargo bsiv,2017,200000,50000,petrol,individual,manual,first owner,16.8,796.0,9,5000.0,3.999920001599968,maruti,0,small,medium,1,450000,387911.1913123845
maruti swift 1.3 vxi,2008,240000,60000,petrol,individual,manual,first owner,19.462816502829902,1430.789693178433,18,3157.8947368421054,3.999933334444426,maruti,0,medium,medium,1,1080000,387911.1913123845
hyundai grand i10 crdi magna,2014,400000,110000,diesel,individual,manual,first owner,24.0,1120.0,12,8461.538461538461,3.63633057881292,hyundai,0,medium,high,1,1320000,450973.4849921011
maruti celerio vdi,2015,250000,100000,diesel,individual,manual,second owner,27.62,793.0,11,8333.333333333334,2.4999750002499974,maruti,0,small,very_high,0,1100000,387911.1913123845
mahindra marazzo m6,2018,1200000,50000,diesel,individual,manual,first owner,17.3,1497.0,8,5555.555555555556,23.99952000959981,mahindra,0,medium,medium,1,400000,616710.4889196676
maruti swift vdi bsiii,2009,250000,105000,diesel,individual,manual,second owner,17.8,1248.0,17,5833.333333333333,2.380929705431377,maruti,0,medium,medium,0,1785000,387911.1913123845
toyota innova 2.5 gx (diesel) 8 seater,2013,819999,110000,diesel,individual,manual,first owner,12.99,2494.0,13,7857.142857142857,7.454468595740039,toyota,0,premium,low,1,1430000,889490.1344537815
mahindra xuv500 w8 2wd,2014,800000,60000,diesel,individual,manual,second owner,15.1,2179.0,12,4615.384615384615,13.333111114814754,mahindra,0,premium,medium,0,720000,616710.4889196676
ford ecosport 1.0 ecoboost titanium optional,2013,429000,49102,petrol,dealer,manual,second owner,18.88,999.0,13,3507.285714285714,8.73673706290858,ford,0,small,medium,0,638326,504376.6925207756
hyundai santro xing gls,2010,150000,60000,petrol,individual,manual,third owner,17.92,1086.0,16,3529.4117647058824,2.4999583340277662,hyundai,0,medium,medium,0,960000,450973.4849921011
maruti swift vdi bsiv,2010,315000,120000,diesel,individual,manual,second owner,19.462816502829902,1430.789693178433,16,7058.823529411765,2.6249781251822903,maruti,0,medium,medium,0,1920000,387911.1913123845
chevrolet beat diesel lt,2012,170000,90000,diesel,individual,manual,first owner,25.44,936.0,14,6000.0,1.8888679014677614,chevrolet,0,small,very_high,1,1260000,268349.6296296296
renault duster 110ps diesel rxl,2013,360000,81000,diesel,individual,manual,second owner,19.01,1461.0,13,5785.714285714285,4.444389575437341,renault,0,medium,medium,0,1053000,449694.1359223301
hyundai xcent 1.2 crdi sx,2018,570000,80000,diesel,individual,manual,first owner,25.4,1186.0,8,8888.888888888889,7.124910938613267,hyundai,0,medium,very_high,1,640000,450973.4849921011
renault duster 110ps diesel rxz,2012,350000,105000,diesel,individual,manual,second owner,19.01,1461.0,14,7000.0,3.3333015876039274,renault,0,medium,medium,0,1470000,449694.1359223301
mahindra ingenio crde,2017,600000,60000,diesel,individual,manual,first owner,19.462816502829902,1430.789693178433,9,6000.0,9.999833336111065,mahindra,0,medium,medium,1,540000,616710.4889196676
maruti ertiga bsiv vxi,2017,700000,227000,petrol,individual,manual,first owner,17.5,1373.0,9,22700.0,3.0836868560050394,maruti,0,medium,medium,1,2043000,387911.1913123845
renault duster 110ps diesel rxz,2012,375000,100000,diesel,individual,manual,second owner,19.01,1461.0,14,6666.666666666667,3.749962500374996,renault,0,medium,medium,0,1400000,449694.1359223301
maruti eeco cng 5 seater ac bsiv,2019,450000,60000,cng,individual,manual,first owner,21.94,1196.0,7,7500.0,7.499875002083298,maruti,0,medium,high,1,420000,387911.1913123845
hyundai i20 magna 1.4 crdi (diesel),2013,325000,70000,diesel,individual,manual,third owner,21.9,1396.0,13,5000.0,4.642790817274039,hyundai,0,medium,high,0,910000,450973.4849921011
volkswagen vento diesel comfortline,2011,260000,120000,diesel,individual,manual,third owner,20.54,1598.0,15,7500.0,2.166648611261573,volkswagen,0,large,high,0,1800000,489574.6954022989
maruti alto lxi bsiii,2009,130000,80000,petrol,individual,manual,third owner,19.7,796.0,17,4444.444444444444,1.6249796877539031,maruti,0,small,medium,0,1360000,387911.1913123845
tata new safari dicor 2.2 ex 4x2,2008,150000,120000,diesel,individual,manual,fourth & above owner,11.57,2179.0,18,6315.789473684211,1.2499895834201382,tata,0,premium,low,0,2160000,344393.97836166923
hyundai santro xing gls,2014,220000,40000,petrol,individual,manual,first owner,17.92,1086.0,12,3076.923076923077,5.499862503437414,hyundai,0,medium,medium,1,480000,450973.4849921011
hyundai i10 magna 1.2 itech se,2014,275000,53000,petrol,individual,manual,first owner,20.36,1197.0,12,4076.923076923077,5.188581347521745,hyundai,0,medium,high,1,636000,450973.4849921011
maruti swift ldi optional,2017,455000,60000,diesel,individual,manual,first owner,25.2,1248.0,9,6000.0,7.583206946550891,maruti,0,medium,very_high,1,540000,387911.1913123845
hyundai i20 1.2 magna executive,2017,570000,30000,petrol,individual,manual,first owner,18.6,1197.0,9,3000.0,18.999366687777073,hyundai,0,medium,medium,1,270000,450973.4849921011
volkswagen vento diesel highline,2013,330000,100000,diesel,individual,manual,third owner,20.54,1598.0,13,7142.857142857143,3.2999670003299966,volkswagen,0,large,high,0,1300000,489574.6954022989
toyota innova crysta 2.4 vx mt bsiv,2018,1576000,70000,diesel,individual,manual,first owner,13.68,2393.0,8,7777.777777777777,22.51396408622734,toyota,0,premium,low,1,560000,889490.1344537815
maruti ertiga zdi,2012,450000,98000,diesel,individual,manual,fourth & above owner,20.77,1248.0,14,6533.333333333333,4.5917898796951055,maruti,0,medium,high,0,1372000,387911.1913123845
hyundai eon magna plus,2014,250000,60000,petrol,individual,manual,first owner,21.1,814.0,12,4615.384615384615,4.16659722337961,hyundai,0,small,high,1,720000,450973.4849921011
hyundai i10 sportz,2010,165000,80000,petrol,individual,manual,third owner,20.36,1197.0,16,4705.882352941177,2.0624742190722616,hyundai,0,medium,high,0,1280000,450973.4849921011
mahindra ssangyong rexton rx7,2013,800000,117000,diesel,dealer,automatic,first owner,11.18,2696.0,13,8357.142857142857,6.837548397022248,mahindra,0,premium,low,1,1521000,616710.4889196676
honda jazz 1.2 v i vtec,2018,680000,8576,petrol,dealer,manual,first owner,18.7,1199.0,8,952.8888888888889,79.28180016322723,honda,0,medium,medium,1,68608,573563.908839779
tata tigor 1.2 revotron xza,2017,525000,19723,petrol,dealer,automatic,first owner,20.3,1199.0,9,1972.3,26.617319002230786,tata,0,medium,high,1,177507,344393.97836166923
honda city 1.5 v mt sunroof,2016,825000,21446,petrol,dealer,manual,first owner,16.8,1497.0,10,1949.6363636363637,38.46691845013289,honda,0,medium,medium,1,214460,573563.908839779
maruti s-cross 2017-2020 sigma ddis 200 sh,2017,750000,52289,diesel,dealer,manual,first owner,25.1,1248.0,9,5228.9,14.343086632243258,maruti,0,medium,very_high,1,470601,387911.1913123845
mahindra scorpio s4 plus,2017,950000,52236,diesel,dealer,manual,first owner,15.4,2179.0,9,5223.6,18.186343013572756,mahindra,0,premium,medium,1,470124,616710.4889196676
mahindra scorpio s4 plus 4wd,2017,950000,54470,diesel,dealer,manual,first owner,15.4,2179.0,9,5447.0,17.440472912191808,mahindra,0,premium,medium,1,490230,616710.4889196676
hyundai i20 1.4 crdi magna,2017,675000,25471,diesel,dealer,manual,first owner,21.9,1396.0,9,2547.1,26.49968592964824,hyundai,0,medium,high,1,229239,450973.4849921011
tata tiago xt,2019,490000,33928,petrol,dealer,manual,first owner,23.84,1199.0,7,4241.0,14.441922838869404,tata,0,medium,high,1,237496,344393.97836166923
mahindra tuv 300 t4 plus,2018,775000,59736,diesel,dealer,manual,first owner,18.49,1493.0,8,6637.333333333333,12.973533990659055,mahindra,0,medium,medium,1,477888,616710.4889196676
honda city 1.5 v mt,2009,350000,54290,petrol,dealer,manual,first owner,17.0,1497.0,17,3016.1111111111113,6.44674071208856,honda,0,medium,medium,1,922930,573563.908839779
honda brio s mt,2016,475000,2118,petrol,dealer,manual,first owner,19.4,1198.0,10,192.54545454545453,224.16234072675792,honda,0,medium,medium,1,21180,573563.908839779
mahindra scorpio s4 7 seater,2017,950000,61379,diesel,dealer,manual,first owner,15.4,2179.0,9,6137.9,15.477354187031606,mahindra,0,premium,medium,1,552411,616710.4889196676
honda city i-vtec s,2010,350000,58544,petrol,dealer,manual,second owner,17.4,1497.0,16,3443.764705882353,5.9783072849944485,honda,0,medium,medium,0,936704,573563.908839779
maruti wagon r vxi,2016,400000,74381,petrol,dealer,manual,first owner,21.79,998.0,10,6761.909090909091,5.377645129197925,maruti,0,small,high,1,743810,387911.1913123845
maruti 800 dx 5 speed,2001,75000,35000,petrol,individual,manual,third owner,16.1,796.0,25,1346.1538461538462,2.1427959201165683,maruti,0,small,medium,0,875000,387911.1913123845
ford ecosport 1.5 dv5 mt titanium,2017,850000,63982,diesel,dealer,manual,first owner,22.7,1498.0,9,6398.2,13.284778769360612,ford,0,medium,high,1,575838,504376.6925207756
maruti wagon r vxi,2008,175000,65000,petrol,dealer,manual,second owner,18.9,998.0,18,3421.0526315789475,2.692266272826572,maruti,0,small,medium,0,1170000,387911.1913123845
mahindra bolero 2011-2019 sle,2014,570000,74000,diesel,dealer,manual,first owner,15.96,2523.0,12,5692.307692307692,7.70259861353225,mahindra,0,premium,medium,1,888000,616710.4889196676
renault duster 110ps diesel rxz,2013,525000,56429,diesel,dealer,manual,second owner,19.01,1461.0,13,4030.6428571428573,9.303561935140882,renault,0,medium,medium,0,733577,449694.1359223301
hyundai i10 magna 1.2 itech se,2012,270000,56000,petrol,individual,manual,first owner,20.36,1197.0,14,3733.3333333333335,4.821342476027214,hyundai,0,medium,high,1,784000,450973.4849921011
hyundai santro magna,2019,434999,19500,petrol,dealer,manual,first owner,20.3,1086.0,7,2437.5,22.306497102712683,hyundai,0,medium,high,1,136500,450973.4849921011
hyundai i20 asta option 1.2,2015,495000,30000,petrol,dealer,manual,first owner,18.6,1197.0,11,2500.0,16.499450018332723,hyundai,0,medium,medium,1,330000,450973.4849921011
hyundai i20 asta option 1.4 crdi,2016,575000,53000,diesel,dealer,manual,first owner,22.54,1396.0,10,4818.181818181818,10.848851908454558,hyundai,0,medium,high,1,530000,450973.4849921011
hyundai xcent 1.2 vtvt s,2017,600000,5000,petrol,individual,manual,first owner,20.14,1197.0,9,500.0,119.9760047990402,hyundai,0,medium,high,1,45000,450973.4849921011
hyundai verna 1.6 vtvt s option,2015,700000,25000,petrol,individual,manual,first owner,17.01,1591.0,11,2083.3333333333335,27.99888004479821,hyundai,0,large,medium,1,275000,450973.4849921011
honda city i dtec v,2014,560000,72000,diesel,dealer,manual,first owner,26.0,1498.0,12,5538.461538461538,7.777669754586742,honda,0,medium,very_high,1,864000,573563.908839779
maruti swift vdi bsiv w abs,2016,565000,72000,diesel,dealer,manual,first owner,19.462816502829902,1430.789693178433,10,6545.454545454545,7.847113234538409,maruti,0,medium,medium,1,720000,387911.1913123845
mahindra bolero di ac bsiii,2005,250000,80000,diesel,individual,manual,first owner,13.6,2523.0,21,3636.3636363636365,3.1249609379882752,mahindra,0,premium,low,1,1680000,616710.4889196676
skoda rapid 1.6 mpi ambition plus,2013,409999,29000,petrol,individual,manual,second owner,15.0,1598.0,13,2071.4285714285716,14.137409054860177,skoda,0,large,medium,0,377000,591442.8142857143
nissan terrano xl d option,2016,495000,56832,diesel,dealer,manual,first owner,19.87,1461.0,10,5166.545454545455,8.709728502806469,nissan,0,medium,medium,1,568320,456616.38356164383
hyundai elite i20 petrol asta,2014,470000,30528,petrol,dealer,manual,first owner,18.6,1197.0,12,2348.3076923076924,15.395198008450981,hyundai,0,medium,medium,1,366336,450973.4849921011
honda amaze s diesel,2013,350000,65285,diesel,dealer,manual,first owner,24.7,1498.0,13,4663.214285714285,5.36102686640321,honda,0,medium,high,1,848705,573563.908839779
toyota innova crysta 2.4 g mt 8 str,2020,1560000,20102,diesel,dealer,manual,first owner,13.68,2393.0,6,2871.714285714286,77.60035815549918,toyota,0,premium,low,1,120612,889490.1344537815
honda jazz 1.2 s i vtec,2015,480000,43000,petrol,dealer,manual,first owner,18.7,1199.0,11,3583.3333333333335,11.162531103927815,honda,0,medium,medium,1,473000,573563.908839779
toyota etios liva 1.4 gd,2013,270000,52380,diesel,dealer,manual,first owner,23.59,1364.0,13,3741.4285714285716,5.154540768599301,toyota,0,medium,high,1,680940,889490.1344537815
mahindra bolero b2,2018,660000,74250,diesel,dealer,manual,first owner,21.0,1498.0,8,8250.0,8.888769174825928,mahindra,0,medium,high,1,594000,616710.4889196676
maruti ignis 1.2 amt alpha bsiv,2017,490000,57247,petrol,dealer,automatic,first owner,20.89,1197.0,9,5724.7,8.559250978200112,maruti,0,medium,high,1,515223,387911.1913123845
maruti vitara brezza zdi plus,2017,800000,52000,diesel,individual,manual,first owner,24.3,1248.0,9,5200.0,15.384319532316686,maruti,0,medium,high,1,468000,387911.1913123845
nissan sunny xv,2011,350000,47000,petrol,individual,manual,second owner,16.95,1498.0,15,2937.5,7.446650071275079,nissan,0,medium,medium,0,705000,456616.38356164383
ford fiesta exi 1.4 tdci ltd,2011,170000,80000,diesel,individual,manual,third owner,17.8,1399.0,15,5000.0,2.1249734378320273,ford,0,medium,medium,0,1200000,504376.6925207756
tata indica vista aqua 1.3 quadrajet,2011,125000,85000,diesel,individual,manual,second owner,18.0,1248.0,15,5312.5,1.4705709344595945,tata,0,medium,medium,0,1275000,344393.97836166923
maruti swift dzire vdi,2012,400000,100000,diesel,individual,manual,first owner,19.3,1248.0,14,6666.666666666667,3.999960000399996,maruti,0,medium,medium,1,1400000,387911.1913123845
nissan sunny xv,2011,250000,110000,petrol,individual,manual,first owner,16.95,1498.0,15,6875.0,2.2727066117580748,nissan,0,medium,medium,1,1650000,456616.38356164383
fiat linea emotion (diesel),2010,190000,178000,diesel,individual,manual,second owner,20.4,1248.0,16,10470.588235294117,1.0674097336531818,fiat,0,medium,high,0,2848000,295340.86363636365
maruti alto lx,2010,125000,120000,petrol,individual,manual,third owner,19.7,796.0,16,7058.823529411765,1.0416579861834485,maruti,0,small,medium,0,1920000,387911.1913123845
jeep compass 2.0 limited 4x4,2017,1950000,70000,diesel,individual,manual,first owner,16.3,1956.0,9,7000.0,27.856744903644234,jeep,1,large,medium,1,630000,1789227.2272727273
audi q5 2.0 tdi,2011,1300000,120000,diesel,individual,automatic,first owner,12.8,1968.0,15,7500.0,10.833243056307865,audi,1,large,low,1,1800000,2422363.5454545454
toyota innova 2.5 g4 diesel 8-seater,2010,786000,155000,diesel,individual,manual,third owner,12.8,2494.0,16,9117.64705882353,5.070935026225637,toyota,0,premium,low,0,2480000,889490.1344537815
maruti wagon r vxi bs iv,2015,335000,30000,petrol,individual,manual,first owner,20.51,998.0,11,2500.0,11.166294456851439,maruti,0,small,high,1,330000,387911.1913123845
maruti wagon r lxi minor,2009,114999,60000,petrol,individual,manual,third owner,18.9,1061.0,17,3333.3333333333335,1.9166180563657271,maruti,0,medium,medium,0,1020000,387911.1913123845
volkswagen polo diesel comfortline 1.2l,2012,229999,70000,diesel,individual,manual,fourth & above owner,22.07,1199.0,14,4666.666666666667,3.285653062099113,volkswagen,0,medium,high,0,980000,489574.6954022989
hyundai i20 2015-2017 asta 1.4 crdi,2017,731000,40000,diesel,individual,manual,first owner,22.54,1396.0,9,4000.0,18.27454313642159,hyundai,0,medium,high,1,360000,450973.4849921011
hyundai verna 1.6 sx,2012,395000,120000,diesel,individual,manual,first owner,22.32,1582.0,14,8000.0,3.291639236339697,hyundai,0,large,high,1,1680000,450973.4849921011
maruti swift dzire vdi,2015,500000,120000,diesel,individual,manual,first owner,26.59,1248.0,11,10000.0,4.166631944733794,maruti,0,medium,very_high,1,1320000,387911.1913123845
hyundai eon era plus,2014,220000,50000,petrol,individual,manual,third owner,21.1,814.0,12,3846.153846153846,4.399912001759965,hyundai,0,small,high,0,600000,450973.4849921011
ford figo diesel celebration edition,2013,240000,100000,diesel,individual,manual,first owner,20.0,1399.0,13,7142.857142857143,2.3999760002399975,ford,0,medium,high,1,1300000,504376.6925207756
hyundai i20 1.4 crdi asta,2010,215000,120000,diesel,individual,manual,third owner,23.0,1396.0,16,7058.823529411765,1.7916517362355313,hyundai,0,medium,high,0,1920000,450973.4849921011
maruti swift vdi,2012,400000,90000,diesel,individual,manual,second owner,22.9,1248.0,14,6000.0,4.444395062277086,maruti,0,medium,high,0,1260000,387911.1913123845
maruti zen estilo vxi bsiv,2012,191000,90000,petrol,individual,manual,first owner,19.0,998.0,14,6000.0,2.1221986422373083,maruti,0,small,medium,1,1260000,387911.1913123845
mahindra xylo d4 bsiii,2013,351000,100000,diesel,individual,manual,second owner,14.0,2498.0,13,7142.857142857143,3.5099649003509965,mahindra,0,premium,low,0,1300000,616710.4889196676
tata nano xta,2015,250000,20000,petrol,individual,automatic,first owner,21.9,624.0,11,1666.6666666666667,12.499375031248437,tata,0,small,high,1,220000,344393.97836166923
hyundai verna crdi sx abs,2009,210000,90000,diesel,individual,manual,second owner,18.1,1493.0,17,5000.0,2.33330740769547,hyundai,0,medium,medium,0,1530000,450973.4849921011
toyota etios vx,2011,300000,120000,petrol,individual,manual,third owner,17.6,1496.0,15,7500.0,2.4999791668402764,toyota,0,medium,medium,0,1800000,889490.1344537815
ford figo aspire 1.5 tdci trend,2017,700000,35000,diesel,individual,manual,first owner,25.83,1498.0,9,3500.0,19.999428587754636,ford,0,medium,very_high,1,315000,504376.6925207756
hyundai sonata crdi m/t,2010,500000,120000,diesel,individual,manual,second owner,11.8,1991.0,16,7058.823529411765,4.166631944733794,hyundai,0,large,low,0,1920000,450973.4849921011
maruti 800 ac bsiii,2002,120000,120000,petrol,individual,manual,first owner,16.1,796.0,24,4800.0,0.9999916667361105,maruti,0,small,medium,1,2880000,387911.1913123845
hyundai elite i20 asta option diesel,2019,850000,10000,diesel,individual,manual,first owner,22.54,1396.0,7,1250.0,84.99150084991501,hyundai,0,medium,high,1,70000,450973.4849921011
mahindra jeep cl 500 mdi,1994,120000,100000,diesel,individual,manual,second owner,19.462816502829902,1430.789693178433,32,3030.3030303030305,1.1999880001199987,mahindra,0,medium,medium,0,3200000,616710.4889196676
honda wr-v i-dtec vx,2017,770000,65000,diesel,individual,manual,second owner,25.5,1498.0,9,6500.0,11.845971600436917,honda,0,medium,very_high,0,585000,573563.908839779
honda civic 1.8 s mt,2007,245000,90000,petrol,individual,manual,third owner,13.5,1799.0,19,4500.0,2.7221919756447153,honda,0,large,low,0,1710000,573563.908839779
maruti alto k10 2010-2014 vxi,2012,250000,90000,petrol,individual,manual,first owner,20.92,998.0,14,6000.0,2.7777469139231785,maruti,0,small,high,1,1260000,387911.1913123845
